categoria,chave,ingles,russo,portugues
Dialogues,c2_sq10_thebeesfarm_wgm4,"Oh, I like so much the acacia honey! I am at your service, Hyf. My name is Wigmund. Please, show me how to catch the bees.","Ох, как мне нравится акациевый мед!  Я к твоим услугам, Хиф.  Меня зовут Вигмунд.  Пожалуйста, покажите мне, как ловить пчел.","Ah, gosto tanto de mel de acácia! Estou às suas ordens, Hyf. Meu nome é Wigmund. Por favor, me mostre como capturar as abelhas."
Dialogues,c2_sq10_thebeesfarm_hyf4,Wigmund? The lion of Templar? I will give you the honey right now without having to give me anything back!,"Вигмунд?  Лев тамплиеров?  Я отдам тебе мед прямо сейчас, не возвращая мне ничего!",Wigmund? O leão dos Templários? Darei o mel agora mesmo sem precisar de nada em troca!
Dialogues,c2_sq10_thebeesfarm_wgm5,"I really want to catch those bees. And, by the way, I don't know who are those lions of Templar... anyway, I am ready to help you!","Я очень хочу поймать этих пчел.  И, кстати, я не знаю, кто эти львы тамплиеров... в любом случае я готов вам помочь!","Realmente quero capturar essas abelhas. E, aliás, não sei quem são esses leões dos Templários... de qualquer forma, estou pronto para ajudá-lo!"
Dialogues,c2_sq10_thebeesfarm_hyf5,"It's not very difficult: get this net and when you are near a swarm of wild bees put it under it. Then slowly shake the branch they are hanging on. When the swarm is inside your net, go and put it in any of those empty hives waiting for their guests.","Это не очень сложно: возьмите эту сетку и, когда окажетесь рядом с роем диких пчел, подложите ее под нее.  Затем медленно потрясите ветку, на которой они висят.  Когда рой окажется в вашей сети, пойдите и поместите его в любой из этих пустых ульев, ожидающих своих гостей.","Não é muito difícil: pegue essa rede e quando estiver perto de um enxame de abelhas silvestres coloque-a embaixo. Depois chacoalhe devagar o galho em que estão penduradas. Quando o enxame estiver dentro da rede, vá e coloque-o em qualquer uma daquelas colmeias vazias esperando pelos hóspedes."
Dialogues,c2_sq10_thebeesfarm_wgm6,"Perfect! When I catch five swarms, you will give me a jar of acacia honey.","Идеальный!  Когда я поймаю пять роев, ты дашь мне банку акациевого меда.","Perfeito! Quando capturar cinco enxames, você me dará um pote de mel de acácia."
Dialogues,c2_sq10_thebeesfarm_hyf6,Deal!,Договорились!,Fechado!
Dialogues,c2_sq10_swarmsgot_wgm1,"Five swarms of bees, Hyf! I've put all of them in their new homes.","Пять пчелиных роев, Хиф!  Я поместил их всех в новые дома.","Cinco enxames de abelhas, Hyf! Coloquei todos nas novas casas."
Dialogues,c2_sq10_swarmsgot_hyf1,"Excellent job, Sir. You are a born beekeeper! Here is you jar of acacia honey. If you need more...","Отличная работа, сэр.  Вы прирожденный пчеловод!  Вот вам баночка акациевого меда.  Если вам нужно больше...","Excelente trabalho, senhor. É um apicultor nato! Aqui está seu pote de mel de acácia. Se precisar de mais..."
Dialogues,c2_sq10_swarmsgot_wgm2,...I'll catch another five swarms of bees. ,...Я поймаю еще пять пчелиных роев. ,...capturo mais cinco enxames de abelhas.
Dialogues,c2_sq10_honey_hyf1,"That's it, Sir!","Вот и все, сэр!","É isso, senhor!"
Dialogues,c2_sq10_honey_wgm1.1,I would like to buy from you.,Я хотел бы купить у вас.,Gostaria de comprar de você.
Dialogues,c2_sq10_honey_wgm1.2,Here are another five swarms of bees.,Вот еще пять пчелиных роев.,Aqui estão mais cinco enxames de abelhas.
Dialogues,c2_sq10_honey_hyf1.2,Good job! Here is the honey.,Хорошая работа! Вот твой мёд.,Bom trabalho! Aqui está o mel.
Dialogues,c2_sq11_whostoy_wgm1,"Hey, do you know if any of your friends has lost a toy?","Эй, а ты не знаешь, потерял ли кто-нибудь из твоих друзей игрушку?","Ei, você sabe se algum de seus amigos perdeu um brinquedo?"
Dialogues,c2_sq11_whostoy_child1,"Oh, yes, some days ago Daeg's little sister, Hildegard, lost her Teddy bear.","О да, несколько дней назад младшая сестра Дэга, Хильдегард, потеряла своего плюшевого мишку.","Ah, sim, há alguns dias a irmãzinha de Daeg, Hildegard, perdeu o urso de pelúcia."
Dialogues,c2_sq11_whostoy_wgm2,Do you know where she is now?,"Знаешь, где она сейчас?",Você sabe onde ela está agora?
Dialogues,c2_sq11_whostoy_child2,Sure! She is playing hide-and-seek with her friends near the lake. There are many good hiding places. She always wears a blue dress. It's easy to recognize her.,Конечно!  Она играет в прятки со своими друзьями возле озера.  Есть много хороших укрытий.  Она всегда носит синее платье.  Ее легко узнать.,Claro! Está brincando de esconde-esconde com os amigos perto do lago. Tem muitos bons esconderijos. Ela sempre usa um vestido azul. É fácil de reconhecê-la.
Dialogues,c2_sq11_whostoy_wgm3,Thanks!,Спасибо!,Obrigado!
Dialogues,c2_sq11_unexpectedgift_wgm1.1,You must be Hildegard.,"Вы, должно быть, Хильдегард.",Você deve ser Hildegard.
Dialogues,c2_sq11_unexpectedgift_hil1.1,"Yes, Sir!",Да сэр!,"Sim, senhor!"
Dialogues,c2_sq11_unexpectedgift_wgm1.1.1,I have something for you. Something that you have lost...,"У меня есть кое-что для тебя.  Что-то, что ты потерял...",Tenho algo para você. Algo que você perdeu...
Dialogues,c2_sq11_unexpectedgift_wgm1.2,"Hey, do you know if any of your friends has lost a Teddy?","Эй, ты не знаешь, потерял ли кто-нибудь из твоих друзей Тедди?","Ei, você sabe se algum de seus amigos perdeu um ursinho?"
Dialogues,c2_sq11_unexpectedgift_hil2,My Teddy? My poor Teddy?,Мой Тедди?  Мой бедный Тедди?,Meu ursinho? Meu pobre ursinho?
Dialogues,c2_sq11_unexpectedgift_wgm2,Indeed! Here is your toy!,Действительно!  Вот твоя игрушка!,Exatamente! Aqui está seu brinquedo!
Dialogues,c2_sq11_unexpectedgift_hil3,"Oh, my dear Teddy! How can I thank you?","О, мой дорогой Тедди!  Как я могу отблагодарить вас?","Ah, meu querido ursinho! Como posso te agradecer?"
Dialogues,c2_sq11_unexpectedgift_wgm3,"You know what? I have heard that children's prayers are always heard in heaven. Pray for me! My name is Wigmund, will you remember?","Знаешь что?  Я слышал, что детские молитвы всегда услышаны на небесах.  Помолись за меня!  Имя моё Вигмунд, запомнишь?","Sabe o quê? Ouvi dizer que as orações das crianças são sempre ouvidas no céu. Reze por mim! Meu nome é Wigmund, vai lembrar?"
Dialogues,c2_sq11_unexpectedgift_hil4,How could I forget? I have already heard your name. I will pray every night together with Teddy!,"А как не запомнить?  Я уже слышала твоё имя. Я буду молиться каждую ночь за тебя, вместе с Тедди!",Como poderia esquecer? Já ouvi seu nome. Vou rezar toda noite junto com o ursinho!
Dialogues,c2_sq11_unexpectedgift_wgm4,"Thank you, Hildergard! That's the best reward for me.","Спасибо, Хильдергард!  Это величайшая награда для меня.","Obrigado, Hildegard! Essa é a melhor recompensa para mim."
Dialogues,c2_sq11_unexpectedgift_hil5,"I am happy, Sir! And Teddy bear is happy, too. Bye!","Я счастлива, сэр!  И мишка Тедди тоже счастлив.  Пока!","Estou feliz, senhor! E o ursinho também está feliz. Tchau!"
Dialogues,c2_sq11_unexpectedgift_wgm5,"Bye, Hildegard!","Пока, Хильдегард!","Tchau, Hildegard!"
Dialogues,c2_sq12_skeletonsee_voice1,"You, stranger! If you want to help a poor soul, come after midnight. Please...","Ты, незнакомец! Если хочешь помочь бедной душе, приходи после полуночи. Пожалуйста...","Você, estranho! Se quiser ajudar uma pobre alma, volte depois da meia-noite. Por favor..."
Dialogues,c2_sq12_skeletonsee_wgm1,"Whoever you are, do you think you can scare me?  I'll be right back after midnight.  ","Кем бы ты ни был, неужели думаешь, что сможешь напугать меня? Я вернусь сразу после полуночи. ","Seja quem for, acha que pode me assustar? Estarei de volta depois da meia-noite."
Dialogues,c2_sq12_strangecolors_wgm1,What a strange place is this! What is this colored wind?,Что это за странное место!  Что это за цветной ветер?,Que lugar estranho é esse! O que é esse vento colorido?
Dialogues,c2_sq12_strangecolors_voice1,"Help! Help me, you, stranger!","Помогите! Помоги мне, незнакомец!","Ajuda! Me ajuda, você, estranho!"
Dialogues,c2_sq12_strangecolors_wgm2,Who are you? ,Кто ты? ,Quem é você?
Dialogues,c2_sq12_strangecolors_voice2,"My name as a living human being was Galdor. Tempted by the powers of darkness, I was. And now I am paying for my madness.",Меня как живого человека звали Галдор.  Я был искушен силами тьмы.  И теперь я расплачиваюсь за своё безумие.,Meu nome como ser humano vivo era Galdor. Fui tentado pelos poderes das trevas. E agora estou pagando pela minha loucura.
Dialogues,c2_sq12_strangecolors_wgm3,Were you a wizard or something like that?,Вы были волшебником или кем-то в этом роде?,Você era um mago ou algo assim?
Dialogues,c2_sq12_strangecolors_voice3,"Indeed, a wizard I was...but not one who would have wanted someone's harm. First, I was a shepherd. And I got married very young. We were so happy... But my wife, Lenore, suddenly died in the first year of our marriage. I loved her so much... so much! I could not live without her. So, I tried to find my wife in the realm of the dead. By using magic... and now I suffer the consequences of my deeds. ","И вправду, волшебником я был...но ранить никого не хотел. Я был простым пастухом. Женился молодым. Мы были счастливы...Но моя жена Ленора внезапно умерла в годовщину нашей свадьбы. Я так сильно её любил...так любил! Я не мог жить без неё. Поэтому, я пытался найти свою жену в царстве мертвых. Использовал магию...и теперь страдаю от последствия своих действий.","De fato, era um mago... mas não um que desejasse o mal de alguém. Primeiro, fui um pastor. E me casei muito jovem. Éramos tão felizes... Mas minha esposa, Lenore, morreu subitamente no primeiro ano de nosso casamento. Eu a amava tanto... tanto! Não conseguia viver sem ela. Então tentei encontrá-la no reino dos mortos. Usando magia... e agora sofro as consequências dos meus atos."
Dialogues,c2_sq12_strangecolors_wgm4,This is really a sad story. Is there a way to help you?,Это по настоящему грустная история.  Есть ли способ помочь вам?,É realmente uma história triste. Há alguma forma de ajudá-lo?
Dialogues,c2_sq12_strangecolors_voice4,I came here some years ago to find rare ingredients and herbs. But a bandit from that den followed me and killed me. He has stolen my medallion and my magic wand. You must destroy them! They are cursed! I am sure about this.,"Я приехал сюда несколько лет назад, чтобы найти редкие ингредиенты и травы.  Но бандит из того притона последовал за мной и убил.  Он украл мой медальон и волшебную палочку.  Вы должны уничтожить их!  Они прокляты!  Я уверен в этом.",Vim aqui há alguns anos para encontrar ingredientes e ervas raras. Mas um bandido daquele covil me seguiu e me matou. Ele roubou meu medalhão e minha varinha mágica. Você precisa destruí-los! Estão amaldiçoados! Tenho certeza disso.
Dialogues,c2_sq12_strangecolors_wgm5,Is that all what you need? ,И это всё? ,É tudo que precisa?
Dialogues,c2_sq12_strangecolors_voice5,"No! After you will destroy them, come back, please. Then you will be able to dig a grave for my remains. They will be here, in this place. This way, I might find peace…","Нет!  После того, как вы их уничтожите, вернитесь, пожалуйста.  Тогда ты сможешь выкопать могилу для моих останков.  Они будут здесь, в этом месте.  Так я смогу обрести покой…","Não! Depois de destruí-los, volte, por favor. Então poderá cavar uma sepultura para meus restos. Estarão aqui, neste lugar. Assim, talvez eu encontre paz…"
Dialogues,c2_sq12_strangecolors_wgm6,"Very well, Galdor. I will do this for your poor soul! Maybe God - who can read the hearts of men - will have mercy of you.","Очень хорошо, Галдор.  Я сделаю это для твоей бедной души!  Может быть, Бог, умеющий читать сердца людей, смилостивится над вами.","Muito bem, Galdor. Farei isso pela sua pobre alma! Talvez Deus — que pode ler os corações dos homens — tenha misericórdia de você."
Dialogues,c2_sq12_thetomb_gal1,"Ah! You did all this for me, and I don't even know your name.","Ах! Ты сделал всё это для меня, а я даже не знаю твоего имени.","Ah! Você fez tudo isso por mim, e eu nem sei seu nome."
Dialogues,c2_sq12_thetomb_wgm1,"Wigmund, my name is Wigmund. ","Вигмунд, моё имя Вигмунд. ","Wigmund, meu nome é Wigmund."
Dialogues,c2_sq12_thetomb_gal2,"A lion of Templar! In the name of our King, be blessed Wigmund! And, please, take this parchment: it's not too much, but you fully deserve it. ","Львы из Тамплиеров! Именем нашего Короля, будь благоговен Вигмунд! И, пожалуйста, прими этот пергамент: это мелочь, но ты его вполне заслуживаешь. ","Um leão dos Templários! Em nome de nosso Rei, seja abençoado, Wigmund! E, por favor, pegue este pergaminho: não é muito, mas você o merece plenamente."
Dialogues,c2_sq13_thehauntedmansion_ceor1,Salve! You seem to be a knight or something like that.,"Сальве! Кажется, ты рыцарь или что-то в этом роде.",Salve! Parece ser um cavaleiro ou algo assim.
Dialogues,c2_sq13_thehauntedmansion_wgm1,"Salve! My name is Wigmund, but I am not sure if I am what you said. Maybe, maybe not.","Сальве! Меня зовут Вигмунд, но я не уверен, тот ли я, о ком вы сказали. Может быть, а может и нет.","Salve! Meu nome é Wigmund, mas não tenho certeza se sou o que você disse. Talvez sim, talvez não."
Dialogues,c2_sq13_thehauntedmansion_ceor2,Sorry to be so blunt. My name is Ceorl. And what I've said was inspired by the hope that you could do something for us. We would be glad to find a knight who is not afraid of ghosts at night.,"Извините, что так прямолинейно.  Меня зовут Кеорл.  И то, что я сказал, было продиктовано надеждой, что вы сможете что-то для нас сделать.  Будем рады найти рыцаря, который не боится ночных привидений.",Me perdoe por ser tão direto. Meu nome é Ceorl. E o que disse foi inspirado pela esperança de que você pudesse fazer algo por nós. Ficaríamos felizes em encontrar um cavaleiro que não tivesse medo de fantasmas à noite.
Dialogues,c2_sq13_thehauntedmansion_wgm2,Ghosts?,Привидений?,Fantasmas?
Dialogues,c2_sq13_thehauntedmansion_ceor3,"Indeed, Sir. Ghosts. That's what we think is haunting the house on the other side of the lake. Ghosts. A weird man named Galdor lived there some years ago. My grandpa was sure that he was a wizard. He never visited anyone and did not like to be visited. But some years ago he vanished. We searched his house in vain. Nobody lives there anymore. But after he disappeared, strange things started happening there at midnight. ","Действительно, сэр. Привидения. Это то, что, по нашему мнению, бродит по дому на другом берегу озера. Призраки. Несколько лет назад там жил странный человек по имени Галдор. Мой дедушка был уверен, что он волшебник. Он никогда никого не навещал и не любил, когда его навещали. Но несколько лет назад он исчез. Мы тщетно обыскивали его дом. Там больше никто не живет. Но после его исчезновения в полночь там начали происходить странные вещи.","De fato, senhor. Fantasmas. É o que achamos que assombra a casa do outro lado do lago. Fantasmas. Um homem estranho chamado Galdor morou lá há alguns anos. Meu avô tinha certeza de que era um mago. Nunca visitava ninguém e não gostava de ser visitado. Mas há alguns anos desapareceu. Procuramos em sua casa em vão. Ninguém mora mais lá. Mas depois que desapareceu, coisas estranhas começaram a acontecer lá à meia-noite."
Dialogues,c2_sq13_thehauntedmansion_wgm3,What kind of strange things?,Что за странные вещи?,Que tipo de coisas estranhas?
Dialogues,c2_sq13_thehauntedmansion_ceor4,"I cannot tell you that. You know, no one dared to go there at night - we are farmers, we are not afraid to guard our fields at night, but we are not so brave as to venture there when we hear such noises.","Я не могу вам этого сказать.  Знаете, никто не осмелился пойти туда ночью — мы фермеры, мы не боимся охранять свои поля по ночам, но мы не настолько смелы, чтобы рискнуть туда, когда слышим такие шумы.","Não posso lhe dizer isso. Sabe, ninguém ousou ir lá à noite — somos agricultores, não temos medo de guardar nossos campos à noite, mas não somos corajosos o suficiente para nos aventurar lá quando ouvimos tais barulhos."
Dialogues,c2_sq13_thehauntedmansion_wgm4,Noises? ,Какой шум? ,Barulhos?
Dialogues,c2_sq13_thehauntedmansion_ceor5,"Yes, noises that sound like voices from far, far away. Fortunately, this does not happen every night. But when that happens, no one can sleep.","Да звуки, похожие на голоса издалека.  К счастью, это происходит не каждую ночь.  Но когда это происходит, никто не может уснуть.","Sim, barulhos que soam como vozes de muito, muito longe. Felizmente, não acontece toda noite. Mas quando acontece, ninguém consegue dormir."
Dialogues,c2_sq13_thehauntedmansion_wgm5,"That's really strange. In any case, I understand why you are looking for a knight: you need someone to check that house.","Это действительно странно. Теперь я понимаю, почему вы ищете рыцаря: вам нужно, чтобы кто-то проверил этот дом.","Isso é realmente estranho. De qualquer forma, entendo por que está procurando um cavaleiro: precisa de alguém para verificar aquela casa."
Dialogues,c2_sq13_thehauntedmansion_ceor6,"You said it, Sir! ","Вас за язык никто не тянул, сэр! ","Você disse, senhor!"
Dialogues,c2_sq13_thehauntedmansion_wgm6,"Not only did I say it, but I will do what you want: I will visit that house during the night. I am really curious to see what's going on there.","Я не только сказал это, но и сделаю то, что вы хотите: я посещу этот дом ночью.  Мне действительно интересно посмотреть, что там происходит.","Não só disse, mas farei o que quer: visitarei aquela casa durante a noite. Estou realmente curioso para ver o que está acontecendo lá."
Dialogues,c2_sq13_thehauntedmansion_ceor7,"Sir, you are a real knight, that is for sure. But, please, be prudent. And take this bottle of holy water received by my mother from an old monk. He told us that only with such a thing can the spirits of darkness be defeated.","Сэр, вы настоящий рыцарь. Но, пожалуйста, будьте благоразумны. И возьмите эту бутылку святой воды, которую моя мать получила от старого монаха. Он сказал нам, что только с помощью такой вещи можно победить духов тьмы.","Senhor, você é um verdadeiro cavaleiro, isso é certo. Mas, por favor, seja prudente. E leve esta garrafa de água benta que minha mãe recebeu de um velho monge. Ele nos disse que só com algo assim os espíritos das trevas podem ser derrotados."
Dialogues,c2_sq13_thehauntedmansion_wgm7,Thank you! Be sure that I will use it when required. Salve!,"Спасибо! И будьте уверены, я воспользуюсь ей, когда потребуется. Сальве!",Obrigado! Pode ter certeza de que usarei quando necessário. Salve!
Dialogues,c2_sq13_thevisit_wgm1,The sounds come from the basement. Let's see who makes them!,"Звуки доносятся из подвала. Посмотрим, кто их издает!",Os sons vêm do porão. Vamos ver quem os faz!
Dialogues,c2_sq13_cursedbasement_wgm1,"Magic was done in this place... And this is the book from which those spirits come. If anything is certain, it's that I have to use holy water here. ","В этом месте творилась магия... А это книга, из которой приходят эти духи. Если в чем-то и можно быть уверенным, так это в том, что я должен использовать здесь святую воду.","Magia foi feita neste lugar... E este é o livro de onde vêm esses espíritos. Se há algo certo, é que preciso usar água benta aqui."
Dialogues,c2_sq13_cleanedbasement_wgm1,Everything has been purified. I can leave now.,Всё очищено. Теперь я могу идти.,Tudo foi purificado. Posso ir embora agora.
Dialogues,c2_sq14_astronomer_wgm1,How interesting! What are you doing with that monocular? ,Как интересно! И что ты делаешь с этим монокуляром?,Que interessante! O que você está fazendo com aquele monóculo?
Dialogues,c2_sq14_astronomer_ast1,I look around and alert the soldiers if an enemy or a beast appears. This thing contains a piece of magnifying glass that increases the size of the earthly objects. But I would like to create a telescope that can do the same for celestial objects. The stars of the night are so beautiful!,"Я смотрю по сторонам и предупреждаю солдат, если появляется враг или зверь. В этой штуке есть увеличительное стекло, которое увеличивает размер земных объектов. Но я хотел бы создать телескоп, который мог бы делать то же самое для небесных объектов. Ночные звезды так прекрасны!",Olho ao redor e alerto os soldados se aparecer um inimigo ou uma besta. Esse instrumento contém um pedaço de vidro de aumento que aumenta o tamanho dos objetos terrestres. Mas gostaria de criar um telescópio que fizesse o mesmo para os objetos celestes. As estrelas da noite são tão belas!
Dialogues,c2_sq14_astronomer_wgm2,I too would love to look at the sky through such an instrument. ,Я бы тоже с удовольствием посмотрел на небо через такой прибор.,Eu também adoraria olhar para o céu através de tal instrumento.
Dialogues,c2_sq14_astronomer_ast2,"If so, you have to know that I already have an eyepiece, but I do not have the objective lens. For that, a special crystal and an abrasive are needed. I know where they can be found, but I do not have the courage to venture into such dangerous places. I am only an astronomer, not a warrior.","Если так, то вы должны знать, что у меня уже есть окуляр, но нет объектива. Для этого нужны специальный кристалл и абразив. Я знаю, где их можно найти, но у меня не хватает смелости отправиться в такие опасные места. Я всего лишь астроном, а не воин.","Se for assim, saiba que já tenho uma ocular, mas não tenho a lente objetiva. Para isso, é preciso um cristal especial e um abrasivo. Sei onde podem ser encontrados, mas não tenho coragem de me aventurar em lugares tão perigosos. Sou apenas um astrônomo, não um guerreiro."
Dialogues,c2_sq14_astronomer_wgm3,Where can they be found? Maybe I can obtain them for you.,"Где их можно найти? Может быть, я смогу достать их для вас.",Onde podem ser encontrados? Talvez eu possa obtê-los para você.
Dialogues,c2_sq14_astronomer_ast3,"This would be amazing, Sir! The crystal can only be found in one place: the mountains to the east of here. The abrasive powder can be collected on the shore of the lake of the fortress.","Это было бы потрясающе, сэр! Кристалл можно найти только в одном месте: в горах к востоку отсюда. Абразивный порошок можно собрать на берегу озера в крепости.","Seria incrível, senhor! O cristal só pode ser encontrado em um lugar: as montanhas a leste daqui. O pó abrasivo pode ser coletado na margem do lago da fortaleza."
Dialogues,c2_sq14_astronomer_wgm4,"Very well! If I succeed, I will come back.","Очень хорошо! Если у меня все получится, я вернусь.","Muito bem! Se conseguir, voltarei."
Dialogues,c2_sq14_astronomer_ast4,"Thank you, Sir! You really made my day.","Спасибо, сэр! Вы действительно сделали мой день лучше.","Obrigado, senhor! Você realmente fez meu dia."
Dialogues,c2_sq14_telescopeitems_wgm1,Here they are: a piece of crystal and some abrasive powder.,Вот они: кусочек кристалла и немного абразивного порошка.,Aqui estão: um pedaço de cristal e um pouco de pó abrasivo.
Dialogues,c2_sq14_telescopeitems_ast1,Amazing! I cannot believe that you've got them.,"Потрясающе! Не могу поверить, что они у тебя.",Incrível! Não consigo acreditar que os tenha conseguido.
Dialogues,c2_sq14_telescopeitems_wgm2,"I hope that you will be able now to create a fine telescope. One day, I will come back to watch the stars and the planets through your instrument. I have always loved to look at the night sky.","Я надеюсь, что теперь вы сможете создать прекрасный телескоп. Однажды я вернусь сюда, чтобы понаблюдать за звездами и планетами с помощью вашего прибора. Я всегда любил смотреть на ночное небо.",Espero que agora consiga criar um telescópio excelente. Um dia voltarei para olhar as estrelas e os planetas pelo seu instrumento. Sempre amei olhar para o céu noturno.
Dialogues,c2_sq14_telescopeitems_ast2,"Oh! That will be so nice. But now I want to give you something. It is not too much, but it can be useful. Please, take these.","О! Это будет так приятно. А сейчас я хочу тебе кое-что подарить. Это не слишком много, но может оказаться полезным. Пожалуйста, возьми это.","Oh! Isso será tão agradável. Mas agora quero lhe dar algo. Não é muito, mas pode ser útil. Por favor, pegue estes."
Dialogues,c2_sq14_telescopeitems_wgm3,Thank you!,Спасибо вам!,Obrigado!
Dialogues,c2_sq15_legend_wgm1,A real knight needs real fights. Not just trainings and simulated fights.,Настоящему рыцарю нужны настоящие бои. А не просто тренировки и имитация поединков.,Um verdadeiro cavaleiro precisa de lutas de verdade. Não apenas treinos e combates simulados.
Dialogues,c2_sq15_legend_grimme1,"If you want some real fights I, Eag, can propose you something difficult.","Если ты хочешь настоящих боев, я, конечно, могу предложить тебе кое-что посложнее.","Se quiser lutas de verdade, eu, Eag, posso propor algo difícil."
Dialogues,c2_sq15_legend_wgm2,"Very well, Eag. That's what I am asking for. What do you have for me?","Очень хорошо, Иг. Это как раз то, о чем я и спрашивал. Так что у тебя есть для меня?","Muito bem, Eag. É isso que estou pedindo. O que você tem para mim?"
Dialogues,c2_sq15_legend_grimme2,Something shinny.,Что-нибудь блестящее.,Algo brilhante.
Dialogues,c2_sq15_legend_wgm3,A treasure? I like treasures!,Сокровища? Я люблю сокровища!,Um tesouro? Gosto de tesouros!
Dialogues,c2_sq15_legend_grimme3,"In a certain sense, yes, it is a treasure. But a very different one: a golden apple.","В определенном смысле, да, это сокровище. Но совсем другое: золотое яблоко.","Em certo sentido, sim, é um tesouro. Mas muito diferente: uma maçã de ouro."
Dialogues,c2_sq15_legend_wgm4,Apple?,Я-яблоко?,Maçã?
Dialogues,c2_sq15_legend_grimme4,"Yes, apple. As I said: not a usual apple, but a golden one.","Да, яблоко. Как я уже сказал, не обычное яблоко, а золотистое.","Sim, maçã. Como disse: não uma maçã comum, mas uma de ouro."
Dialogues,c2_sq15_legend_wgm5,"You are as serious as a Roman general. So it can't be a joke. And yet I find it hard to believe. What do you mean by ""golden apple""?","Ты серьезен, как римский полководец. Так что это не может быть шуткой. И все же мне трудно в это поверить. Что ты подразумеваешь под ""золотым яблоком""?","Você é tão sério quanto um general romano. Então não pode ser uma piada. Mesmo assim tenho dificuldade em acreditar. O que quer dizer com ""maçã de ouro""?"
Dialogues,c2_sq15_legend_grimme5,"An old legend says that somewhere in those small mountains near the Needle Pass is a tree. And, indeed, there is a unique tree named by our ancestors Milscapuldor. But what is strange is that the legend says that that tree makes one golden apple every night before the sunrise. But that golden apple can only be picked within the space of a few minutes. The problem is not only that some dragons come and steal it, but that an irresistible sleep envelops everyone who is waiting there. So whoever wants to do this must first defy sleep, then defeat the dragons fast enough to have time to pick the golden apple.","Старая легенда гласит, что где-то в этих небольших горах, недалеко от Игольного перевала, растет дерево. И действительно, там есть уникальное дерево, которое наши предки назвали Милскапулдор. Но что странно, так это то, что легенда гласит, что на этом дереве каждую ночь перед восходом солнца вырастает по одному золотому яблоку. Но это золотое яблоко можно сорвать всего за несколько минут. Проблема не только в том, что некоторые драконы приходят и крадут его, но и в том, что непреодолимый сон окутывает всех, кто там ждет. Поэтому тот, кто хочет это сделать, должен сначала бросить вызов сну, а затем победить драконов достаточно быстро, чтобы успеть сорвать золотое яблоко.","Uma velha lenda diz que em algum lugar naquelas pequenas montanhas perto da Passagem da Agulha há uma árvore. E de fato existe uma árvore única chamada por nossos ancestrais de Milscapuldor. O que é estranho é que a lenda diz que aquela árvore produz uma maçã de ouro toda noite antes do amanhecer. Mas essa maçã só pode ser colhida num espaço de poucos minutos. O problema não é só que alguns dragões vêm e a roubam, mas que um sono irresistível envolve todos que ficam esperando lá. Então quem quiser fazer isso precisa primeiro resistir ao sono, depois derrotar os dragões rápido o suficiente para ter tempo de colher a maçã de ouro."
Dialogues,c2_sq15_legend_wgm6,"If this legend is true, it is definitively the right job for me. But how to defy sleep?","Если эта легенда правдива, то это определенно подходящая работа для меня. Но как мне бороться со сном?","Se essa lenda for verdade, definitivamente é o trabalho certo para mim. Mas como resistir ao sono?"
Dialogues,c2_sq15_legend_grimme6,"What I know is that not even the legendary Sumerian hero, Gilgamesh, was able to defy sleep. When he tried, he fell asleep for seven days in a row.","Что я знаю, так это то, что даже легендарный шумерский герой Гильгамеш не мог противостоять сну. Когда он попытался, то проспал семь дней подряд.","O que sei é que nem o lendário herói sumério Gilgamesh conseguiu resistir ao sono. Quando tentou, dormiu por sete dias seguidos."
Dialogues,c2_sq15_legend_wgm7,"I know that legend from Aefestra. But I do not want to gain immortality, as Gilgamesh. Everything I want is to be awake while awaiting the sunrise near the tree named Milscapuldor.","Я знаю эту легенду из Эфестры. Но я не хочу обрести бессмертие, как Гильгамеш. Все, чего я хочу, - это бодрствовать в ожидании восхода солнца возле дерева под названием Милскапулдор.","Conheço essa lenda por Aefestra. Mas não quero ganhar imortalidade, como Gilgamesh. Tudo que quero é ficar acordado enquanto aguardo o amanhecer perto da árvore chamada Milscapuldor."
Dialogues,c2_sq15_legend_grimme7,"There is another old story, ""The Young Brother and the Golden Apples"" where a hero did what you want to do. To defy sleep, he used a spike placed under his chin. Maybe you can use something like a necklace with spikes to remain awake. I thought about this solution many times in my youth. But now I'm too old to see if it works or not.","Есть еще одна старая история, ""Младший брат и золотые яблоки"", в которой герой сделал то, что вы хотели. Чтобы не заснуть, он использовал шип, прикрепленный к подбородку. Возможно, вы можете использовать что-то вроде ожерелья с шипами, чтобы не заснуть. В юности я много раз думал об этом решении. Но сейчас я слишком стар, чтобы понять, работает оно или нет.","Há outra história antiga, ""O Irmão Mais Novo e as Maçãs de Ouro"", onde um herói fez o que você quer fazer. Para resistir ao sono, usou um espinho colocado sob o queixo. Talvez possa usar algo como um colar com espinhos para ficar acordado. Pensei nessa solução muitas vezes na minha juventude. Mas agora sou velho demais para ver se funciona ou não."
Dialogues,c2_sq15_legend_wgm8,"I will talk with Wyrtha, the jeweler, to see if he can design such a necklace. Salve!","Я поговорю с Виртой, ювелиром, чтобы узнать, сможет ли он создать такое ожерелье. Сальве!","Vou falar com Wyrtha, o joalheiro, para ver se ele pode criar tal colar. Salve!"
Dialogues,c2_sq15_necklace_wgm1,Salve! It seems that you are the only one who can design a very special item: a spiky necklace.,"Сальве! Похоже, ты единственный, кто может создать совершенно особенный предмет: Шипованный браслет.",Salve! Parece que você é o único que pode criar um item muito especial: um colar com espinhos.
